tweet,existence
New on http://ekwire.com -- Hannity: Snow Storms 'Contradict Gore's Global Warming Theories' -- http://ow.ly/15SFQ,0
RT @mattizcoop: A branding point: if they'd called it Climate Chaos instead of Climate Change or Global Warming it mighta been better. #sNoMas,0
More snow in DC.  The whole area has been buried in what appears to be a case of global warming.,0
Opponents of state's global warming law get boost from Adam Smith|Lance Williams The great Adam Smith was a .. http://oohja.com/xbdts,0
@mmfa  not honest? Shocking! RT @keder    Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ,0
Media Matters still using junk science 2007 IPCC report on global warming... http://ow.ly/15UdJ,0
RT @kathrynlopez    a climate change on climate change http://tinyurl.com/yeyljlc,0
RT @mattyglesias: Freak weather events causing massive disruption convince congress that climate change can't be a problem: http://bit.ly/9ifxtg,0
RT @newsbusters: RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house,0
RT @mattyglesias Freak weather events causing massive disruption convince congress that climate change isn't a problem: http://bit.ly/9ifxtg,0
RT @coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house,0
"@JNIX_LA This is why as soon as they patented HAARP, the ""global-warming"" conspiracy started. Plus, I saw our NAVY talking about it on paper",0
Well that takes care of the global warming agenda for the year. They'll have to hire some new guys to go back and rewrite the record books.,0
RT @redostoneage The Missing Heat #global warming #climate change #green #eco http://bit.ly/9ZNyEt #tcot #p2 #climategate,0
"@1kevgriff it's nature's way os saying ""Global warming my a$$!""",0
Seriously? Libs really reaching. Ha! RT @Drudge_Report TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ,0
"""D.C. Snowstorm: How Global Warming Makes Blizzards Worse - TIME"" ( http://bit.ly/9sMGXj ) It's snowing because it's so warm? Cahmaaahn.",0
RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep enough snow falling on DC to keep Congress in recess.,0
@nikkibama This global warming will be on the ground until March,0
Climate-change legislation dying under record DC snowfall http://bit.ly/9ifxtg,0
"Do We Finally Have Proof that Global Warming by CO2 Emissions is a Hoax?, FamilySecurityMatters.org http://bit.ly/9PbE20 #climategate",0
EdDriscoll: RT @robport: Time to admit it. Climate change is a conservative conspiracy to keep' http://goo.gl/fb/YTii,0
RT @Mommy4Cocktails:RT @JimDeMint:going 2 keep snowing in DC til Al Gore cries uncle/Weather Channel says freaky snow IS b/c global warming,0
Shannon L. Goessling: Taking EPA global warming rules to court: http://bit.ly/bDDhHk,0
RT @washdcnews: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p,0
Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://dlvr.it/1c2p,0
Irony?  Headline on Drudge - Senate global warming hearing cancelled... http://bit.ly/9iHiVZ #tcot,0
"@owillis Problem is, somebody called it global warming instead if what it is, climate change. Of course, the (cont) http://tl.gd/81kse",0
"RT @owillis: RT @tlw3 Snow is consistent w/ global warming, say scientists - Telegraph http://bit.ly/bDdtsB",0
RT @owillis: RT @mmfa Brain Freeze: Conservative media still using winter weather 2 attack global warming http://bit.ly/9nKEcc #p2,0
RT @JosieDC Due to snow of course RT @Drudge_Report Senate global warming hearing cancelled http://drudge.tw/dyAWzC //that's horrible! lmao,0
RT @jmac82 Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC // lol,0
Due to snow of course RT @Drudge_Report    Senate global warming hearing cancelled... http://drudge.tw/dyAWzC,0
"In the middle of day at least 8 days of Snowmageddon, Obama Administration pushing new agency to study Global Warming. Seriously.",0
Our 'watchdog press' enabled the global warming hoax: http://bit.ly/b6LKba,0
"@collegepolitico They like to have it both ways. If it were sunny and 70 now, they'd blame it on global warming.",0
Sen. Inhofe's Family Builds Igloo for Global Warming Spokesman Al Gore in Snow-laden D.C. http://ow.ly/16xlOZ,0
LOL! &gt; RT @BowlMeOverVa Sen. Inhofe's Family Builds Igloo 4 Global Warming guy Al Gore in Snow-laden D.C. - http://tinyurl.com/ydjmzd3 #tcot,0
RT @washdcnews: GOP senator's family builds igloo to mock global warming http://dlvr.it/1Zxn,0
Now is the time to attack the soft underbelly of unsubstantiated global warming alarmism: http://bit.ly/agVviO #agw @amspec,0
"@DylanRatigan You should have just let it go with the snowstorm/global warming stuff.  You're better than that, IMO",0
"Where are the global warming nutjobs with their signs??? RT @JimDeMint: It's going to keep snowing in DC until Al Gore cries ""uncle""",0
"Clearly the #snowmageddon is disproving global warming RT @JimDeMint It's going to keep snowing in DC until Al Gore cries ""uncle""",0
How much time before a clever politician will claim this cold weather proves there•_Çs no global warming? Tip: ask your science advisor first.,0
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0
RT @mattyglesias Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0
RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,0
"I am amused that NOAA has created an office on global warming & the announcement set for yesterday was disrupted due to, uh, blizzards.",0
Climate change movement dead? http://bit.ly/9clxKG,0
Pres Obama wants to create a new federal office for global warming. // How do we stop this before it's started?? #tcot,0
"""Snow means that global warming isn't real"" -- how to respond:  http://post.ly/MtI0",0
And Mother Nature reinforces the fact that global warming is but a left-wing conspiracy by bringing yet MORE SNOW. http://bit.ly/cn8jen,0
Weather apparently only relevant when global warming is supported. http://bit.ly/bmnKp6,0
RT @FederalLobbyist: CLIMATE CHANGE? Blizzrd Rearranges Announcement of Feds New Global Warming Office! http://bit.ly/cjiqDh Have to grin!,0
RT @ClimateScam: #climategate : Weather apparently only relevant when global warming is supported. http://bit.ly/dfxl79,0
"Hah hah! RT @mvaughn25: Too funny, govt had to delay announcing new ""Global Warming Office"" due to DC blizzard http://bit.ly/bTKA9x",0
"When I see a warning for ANOTHER 10-20"" of snow I wish girls still used 3 cans of AquaNet per day to speed up the global warming process",0
RT @ClimateScam: Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,0
Another 20 in. of snow possible. Who Dat say there's global warming? http://bit.ly/baPDnN #tcot  #globalwarming,0
Laughable. // NOAA: Blizzard Rearranges Climate Change Announcement    http://on.wsj.com/cZAaP0  via @tweetmeme,0
"I don't know about global warming, but I'm ready to sign-up on the Global Cooling bandwagon. #globalcooling #snowpocalypse 10-20",0
The great global warming alarmist meltdown continues: http://bit.ly/92VvOv #ipcc #tcot #climate,0
2 ft of snow on the ground and Obama administration has press conference to announce global warming tracker. Clueless. http://tr.im/Nn7P,0
Here we go again. Thank G#d for global warming? Another big snowstorm forecast for U.S. East Coast. http://bit.ly/cseILR,0
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/de9g7L",0
RT @redostoneage Two physicists scientific paper debunking global warming & how it violates basic laws of physics http://bit.ly/amRmtg,0
"And again I say: drop global warming, enviros. The issue is not PREDICTABLY rising temps but UNPREDICTABLE climate change. #snom!@#$g",0
Effort underway to suspend California's global-warming law: http://bit.ly/cf8sO1 #climatechange #capandtrade,0
@brytupper And we have another 10-20 inches of it on the way. We are running out of room to put our global warming!,0
Really more snow?! Damn global warming - the pandas! what about the pandas!,0
"RFK, Jr. 15 months ago: Global Warming means no snow or cold for DC http://tinyurl.com/yfeoz82 || Judge intentions, not results #manbearpig",0
"@freddoso - great piece - RFK, Jr. 15 months ago: Global warming means no snow or cold in DC  http://bit.ly/aeTiCg #tcot #teaparty #sgp",0
"Numb fingers limited my Tweetability after shoveling 27"" of global warming. DC forecast Tues: 10+ inches-Hell has indeed frozen over! #tcot",0
"@syancyfox5  now its 14""-20 FML i sorry but I htink im going team Plain global warming does not exist",0
@_Kaitie_  Team Paling GLOBAL WARMInG DOES NOT EXIST,0
@mlmoore2 I love how they act like they never said it either. They will remind us again in July about global warming.,0
Time Warp! 15 months ago RFK Jr. said Global warming means no cold or snow in DC.  http://bit.ly/bfq8s8 Suck it Bobby.,0
Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,0
@DavidCornDC Another DC snowstorm? Where's the global warming?,0
"@algore How is your global warming going there in your DC office? Hope you're nice and toasty...oh wait, #climategate is a scam. thnx #fail",0
"@jmac82 Exactly, Justin. Just saw Fox 5 say we'll be getting up to 10 inches of global warming on Tuesday. Damn it!",0
"Okay, back to buz and no more complaining about snow...until Tuesday when another 6 inches comes.  Notice no talk of global warming lately?!",0
@ScottJW Where is that global warming when we need it?,0
"Where Is Global Warming? by Rebecca Terrell, NewAmerican.com http://bit.ly/9RPSIZ",0
The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),0
"Global warming strikes DC! I present to u, my car:  http://tweetphoto.com/10721938",0
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
"Mark Steyn: ""climate change is not only a scientific scandal but also a massive journalistic failure."" http://tinyurl.com/yzxap7c",0
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: ' Robert F. Kennedy Jr., who flies around on p... http://bit.ly/bhvc1D",0
"RT @joshtpm global warming prolly real in New York, but big scam in DC",0
...The facts Are In: Global Warming Caused AIDS!... #reagan #pope #tcot #teaparty #gop #dem #palin #sgp #tlot #p2,0
new: Global Warming Incoherence http://strata-sphere.com/blog/index.php/archives/12671,0
"RT @s_dog: Oops. #snOMG  RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://j.mp/bZ68xB #agw",0
The great global warming collapse'... http://bit.ly/drrEIN,0
"27"" of global warming fell at my home 8 miles south of Washington, DC.  Arms & hands so sore from shoveling ... Hurts to Tweet :-(",0
"@petersays RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu",0
"RT @taffastrophe: It's really amazing how sore you feel after shoveling 28"" of global warming off of your sidewalk & driveway.  #AlGoreLied #snomg",0
@lowkell lies? Who could seriouly believe in global warming after this?,0
"Bwaahaa! ""GIVE THEM THE WEALTH!"" #PresidentPalin! #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg",0
"SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg #teaparty #tcot #GOP @glennbeck #fox #sgp #ocra",0
"The ONLY climate change that exists is Summer, Fall, Winter, & Spring.  #justsaying",0
"I rated a YouTube video (5 out of 5 stars) -- SNOBAMA: DC's 2010 SNOW BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg?a",0
Inhofe family in DC as the blizzard hit - had a little fun at the expense of Al Gore and global warming.  http://bit.ly/aPnPlV #TCOT,0
RT @brandonlk: The great global warming collapse'... http://tinyurl.com/yf34stp #tcot,0
"@TxJogger12 LOL, yeah I really want some global warming now....must increase carbon footprint! :-)",0
@brandonlk I'm feeling global warming here as I'm sore from digging out over 2 feet of snow :-),0
"@IsaacSalazar: Here's your climate change RT @mtapscott More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/cDJyLG",0
"@TerriSueWho And EXACTLY why we say ""global warming schmorming!""",0
Global Warming Hysteria: Another False Claim Exposed in IPCC Report http://bit.ly/9xlMWu,0
The power is out. This is fun. At least I have beer. Global warming=fail.,0
"@justinlee76 Well, this type of storm is always fleeting in people's minds, but it certaintly doesn't help the climate change people.",0
"@justinlee76 Well, it sounds nicer thatn what we've got. D.C. is in the middle of our third snowiest winter ever. Damn global warming!",0
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
"RT @DougHammett: Global warming at its best! DC nearly shut down, some areas got 44 inches!",0
"RT @dcexaminer: More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/TOWc",0
"More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/9fUavY",0
"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/bClZes",0
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/a1rD",0
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/EVtR",0
"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L",0
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/4Z0n",0
RT for those that didn't see it this morning @GBDave If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,0
@JustPlainBill Global Warming is not the established reality. Credible news sources the world over are debunking it. Esp. in UK.,0
India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt,0
"@twinelm Not at all.  If that were the case, I'd believe in the stimulus, global warming, and national health care. #idont",0
a great article explaining reasons why people are not convinced by the IPCCs man-made global warming claims http://tinyurl.com/yf34stp,0
"Dear Global Warming, Having a frozen hell of a time, wish you were here. Love, The East Coast",0
RT @ivangosorio @Drudge_Report PAPER: The Great Global Warming Collapse: http://bit.ly/drrEIN #agw,0
Global warming is kinda blizzardy.,0
"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",0
Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://tr.im/N5Tx,0
If you think global warming is a bad thing... http://tiny12.tv/YIE0Y,0
RT @dilemmie: Welcome to twitter @MaryTharin - my roommate and climate change blogger. follow her so she'll stop making fun of me.,0
Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW,0
Most snow we've had in years...if you believe in Global Warming...please check into an institution because you've been brain washed,0
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
RT @climatedebate: BYU scientists refute Utah committee's global warming assertations:  http://bit.ly/b4TVtx,0
Knee-Jerk No Fly Ban Discredits Global Warming Alarmists: With European governments coming under increa... http://bit.ly/duBji9 (FTSN News),0
RT @climatedebate: The great global warming collapse:  http://bit.ly/9vQ30k,0
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,0
"@tatiposada Just shoveled for over an hour. Oy. According to Maddow, cold weather and snow is proof of global warming...",0
4-5 foot snow drifts in VA. Good job Global Warming. YOUR FIRED!,0
The Great Global Warming Collapse http://bit.ly/9VeLfD,0
Trying to get motivated to scoop more than a foot of global warming off my Loooooooooooooooooooooong driveway.,0
"hahaha RT @AlGoresBrain Washington DC Raw Temp- 30/Heavy Snow, Adjusted for Global Warming- 76 Sunny.",0
RT @NathanWurtzel: I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,0
I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.,0
"@AdrienneRoyer - ok, but climate change models say stronger storms. We have stronger storms now. So model is wrong?",0
@mikekruger sigh. not really. earth's magnetic field and solar activity aren't factored into climate change models #mydadisascienceprofessor,0
@AdrienneRoyer - Huh? Stronger storms are consistent with climate change models.,0
@mikekruger those are taxes I don't mind paying. it's the taxes funding climate change research that bother me. that's been really useful,0
The Overwhelming Evidence of Global Warming falling from the sky in DC!--&gt; (#teaparty #tcot #Beck #GOP #Obama  live at...,0
tell Al Gore i don't like this global warming! RT @RepublicanCat @imkhris Get the boots out :) monday another storm is behind this bad boy,0
"Virginia GOP releases inane video contending that, because of a single snowstorm, global warming must be a farce: http://bit.ly/9xAiH4",0
How come I don't hear the usual suspects today claiming that global warming causes blizzards? #snOMG,0
"Well, of course! RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist",0
"@JulieJoyce I studied earth science as an undergrad & grad student, this is proven science fact, not open to debate like global ""warming""",0
Blizzard in DC called snowpocalypse. Verizon guy told me 30 inches coming out where I live. Huh? Deep fodder for #climate change denialists?,0
It's settled: Global warming science is sloppy http://goo.gl/fb/Fxxk,0
It's settled: Global warming science is sloppy http://goo.gl/fb/J0ED,0
"It's settled: Global warming science is sloppy: From the Dutch News: According to the last IPCC report, published ... http://bit.ly/aUhPiR",0
Boy. Global warming is one slick buster.,0
RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,0
RT @drgrist: Utah nat. resources committee passes resolution denying the existence of climate change: http://is.gd/7M50p Utah: Still crazy!,0
Rich Galen: Is global warming another DC snow job? (Blizzard?) http://blogs.chron.com/txpotomac/2010/02/rich_galen_is_global_warming_a.html,0
Shorter Virginia GOP: It's snowing so global warming is bunk. http://bit.ly/av5d94,0
Virginia Republican Party mocks those who trust science of global warming - like Bob McDonnell: http://ow.ly/14jM0,0
@MatthewJLB Funny RFK Jr. wrote a column last winter that global warming led to rare snow in DC #fail,0
@jmac82 So much for global warming! :-P,0
"RT @VA_GOP - Watch the new RPV Web Ad: ""12 Inches of Global Warming"" http://bit.ly/cUi0LO http://bit.ly/9wJf5u",0
"@whpatterson because of climate change, of course. KIDDINGGGGGGGG",0
"More climate change duncery in action: http://tinyurl.com/yz7qyn6 (This extra-snowy winter brought to you by warm El Ni•_Ðo moisture, btw)",0
@StndrdBitch The whole northern hemisphere is colder this winter. Record snowfalls in China and Europe. Must be global warming.,0
Do you agree?  Lawmaker: Climate change just ruse to control population -http://bit.ly/cV92QG,0
"Time to hunker down and ""Ride the storm out"". They are calling it historical. So much for global warming.",0
"Pete: ""How do we combat them?""  Tell them we've got global warming, financial crisis, energy crisis, terrorism ... they'll leave.",0
RT @BBC_WNA: Why climate change scepticism in Australia has grown from a fringe argument into a mainstream political movement. WNA @ 7pm,0
"i'm the fuckin' rumplestiltzkin of climate change. doin' the impossible for last minute meetings, bitches.",0
"I don't think there's any Global Warming. Seriously, i think we're headed for an Ice Age.",0
would like to thank the #snowpocalypse for ruining his birthday plans. Where is global warming when you need it?,0
Global Warming Hysteria: IPCC Report Mistake About Elevation of the Netherlands http://bit.ly/aVEWkp,0
Michael Barone at @TownhallCom : How Climate-Change Fanatics Corrupted Science http://ow.ly/13PNw,0
RT @MilesGrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,0
Time Magazine has a Problem with the Truth about Global Warming: By Alan Caruba Bryan Walsh has a great career in... http://bit.ly/cLHTrV,0
U.N. climate change body blasted -- by Greenpeace? http://goo.gl/fb/EhOu,0
U.N. climate change body blasted -- by Greenpeace? http://goo.gl/fb/cTlF,0
RT @BillWilsonALG: Lindsay Graham getting public love from Obama. Someone needs to tell Graham that climate change is a proven lie. http://bit.ly/9w8RHw #tcot,0
"""Political talk shows discuss global warming. This is science (fiction).""",0
".@LuvableSole 12-20"" what?! effing global warming!  #weallgonnadie",0
"So its in the 40s today and tomorrow they're calling for another blizzard. Yes, global warming is real! Lol",0
"20"" of snow? Ok that's it, everyone go buy all the aerosols you can, go outside and start spraying. I'm now cheering on global warming.",0
GLOBAL WARMING BUSTED by the President! - http://tinyurl.com/yjj5ovp,0
"Global Warming ""Gore Hockey Stick"" slammed by top British statistician http://bit.ly/dj1eqW",0
@thigpensrevenge it's the global warming gods jo. everything's all whacked up and around and inside out and upside down,0
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,0
"RT @STXherry: RT @lizarddawg: Ok,so the global warming issue is becoming a heist-who's going 2 jail? #UN #gop  [Barney Frank--he'll like it]",0
Libtard Dylan Ratigan explains why massive snow in DC is PROOF of Global Warming http://bit.ly/aLICxl #cbiz #teaparty #tcot #ocra #sgp #912,0
What ISN'T evidence of glbl warmg? RT @ebertchicago: Many scientists believe the Snowpocalypse is more evidnce of Climate Change aka warming,0
"RT @Uncucumbered: @sarahrosehurt ths Reps R getting 2 me 2day. They have decided that the snow is proof thr is no global warming, & gloat.",0
Yo Al Gore!!  Where's your Global Warming NOW!!!,0
Moron: Hannity: Snow Storms 'Seem To Contradict Al Gore's Hysterical Global Warming Theories' http://post.ly/NC2w,0
Global Warming My Ass!!!! Fuck You  AL Gore,0
"@ebertchicago re: that global warming article: indeed, bloggers can definitely make shit up! we didn't need a MSM article to tell us that",0
"You saying he didn't? RT @DennyLonergan: Rt Gore won't give up on the ""global warming"" gig.  He still thinks he invented the internet",0
".@BrazilTour 'political barriers, and lack of good data. Weather modification is not climate change: would like to see, back of envelope,",0
"Dripping with irony: Senate EPW Committee hearing on ""Global Warming Impacts"" postponed because of snow http://2eyf.sl.pt #warmers #algore",0
I rated a YouTube video (5 out of 5 stars) -- Hitler was behind Global Warming - Climategate http://youtu.be/jGdbHW9Nlds?a,0
Palin on global warming: 'bunch of snake oil science' http://newser.me/94tFLo,0
Snowmageddon Rearranges Climate Change Announcement http://bit.ly/biv3Yk &lt;- Love the irony.,0
"@MNNative  I don't know anymore, Global warming?...oops Climate Change!",0
Tough sledding for the global warming alarmists  The Star-Ledger global warming :) http://bit.ly/8ZSiAd,0
"RT @cln007: Another snow day, 6 inches and still snowing, must be global warming",0
"@dcagle I am unfollowing you because of that idiotic ""global warming"" cartoon. It's trite AND off-the-mark.",0
Yea snow @algore what happened to global warming lol,0
Hey Al Gore- Could you sprinkle some Global Warming fairy dust on my car tonight? We're supposed to get 10-14 inches of snow by the morning.,0
New Climate Agency!?  So spend more $ for something no one is in control of or can change.  Brilliant...dang it's cold outside.,0
Apparently the Obama Administration is proposing a Climate Service Agency to study climate change.  Another excellent use of taxpayer $.,0
This winter will likely do more to put a dagger in the heart of the global warming cause than all the right-wing Republicans put together.,0
"The group of people who would be most displeased with this winter are the ""global warming"" activists.",0
:) http://bit.ly/auUPBL There is No Man Made Climate Crisis (Global Warming is a Hoax) global warming,0
RT @MFFL8209: LOL RT @AlGoresBrain: My left foot is slightly smaller than my right.This is due to Global Warming. Take off your shoes. Look.,0
YouTube  Thomas Sowell: Global Warming Manufactured by Intellectuals? :) http://bit.ly/9mJLOt causes of global warming,0
YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? peter m robinson :O,0
The Great Global Warming Collapse http://bit.ly/drrEIN #tcot #greenpolice (H/T @gfulgoni),0
"Whoa! As the science scandals keep coming, the air has gone out of the climate-change movement  http://bit.ly/9zHTH5",0
The great global warming collapse http://2ehp.sl.pt #warmers #algore,0
"http://twitpic.com/11zs79 - Terra view of the near record show storm over Washington DC.  ""Global warming""??  Ha Ha!!!",0
"""Cambio clim•_àtico y poblaci•_Ñn."" http://1x.org/?l=w684 #tcot #icot Global Warming skepticism finally made it to Latin America. #climatechange",0
global warming swindle IPCCs vice-chairman thinks its glaciers gaffe has increased its credibilty    http://bit.ly/aWa9SH,0
Yeah totally; so when snow melts; they can show evidence ;) no? @Gemstars: Will Global Warming Mean More Snow? _ http://bit.ly/ao6fql,0
"Hmm, it's February, 30"" of snow in DC and the sun is shining on the grass in Chicago, global warming or karma?",0
"Al Gore preached his climate change, he wanted us all 2 CARE, but after all was said & done, the evidence wasn't THERE #libpoems #tcot #sgp",0
"Al Gore preached his climate change, he wanted us all 2 CARE, but after all was said & done, the evidence wasn't THERE #libpoems #tcot #sgp",0
RT @croesus2009 Met Office blocked role of leading scientist in climate change row http://oohja.com/x6zfY Doesn't want truth out there #tcot,0
"In DC now it's freezing cold, its really bad & STORMING, I bet those folks could really use, some of Al Gore's Global WARMING #libpoem #tcot",0
"In DC now it's freezing cold, its really bad & STORMING, I bet those folks could really use, some of Al Gore's Global WARMING #libpoem #tcot",0
"In DC now it's freezing cold, its really bad & STORMING, I bet those folks could really use, some of Al Gore's Global WARMING #libtard #tcot",0
"Al Gore preached his climate change, he wanted us all to CARE, but after all was said & done, the evidence wasn't THERE #libpoems #tcot #sgp",0
"Al Gore preached his climate change, he wanted us all to CARE, but after all was said & done, the evidence wasn't THERE #libpoems #tcot #sgp",0
"If Global Warming Is Real Then Why Is It Cold: editorial cartoonists are not scientists, in other words http://bit.ly/azDm9O",0
The great global warming collapse http://bit.ly/dzIKfA,0
"@justkarl Aww, stop picking on #Juan! He had to WALK to the studio... It's that damned Global Warming, I tell ya!",0
Great pic of weather caused by Global Warming alarmists! RT @dnoxon: RT @RoseD1st1: http://twitpic.com/11s6eq - Hell yes!,0
Phony Climate Change Agenda Used In Australia to Force Expensive Home Inspections http://bit.ly/aoo65o,0
The Great Unraveling: http://bit.ly/c3pJNv Professional global warming alarmists better think about looking for new jobs #tcot,0
30 inches of snow in DC winter everywhere no global warming yet the myth persists,0
"Global Warming,  http://bit.ly/dviVg0 via @addthis DC conference canceled,""lack of interest"". Do they get it?  #tcot #ocra",0
:P Time Magazine Has a Problem with the Truth about Global Warming  al gore global warming http://bit.ly/cvqlup,0
"""If Global Warming Is Real Then Why Is It Cold"", a small collection of editorial cartoons for your amusement #fb http://icio.us/1loesb",0
Global warming??? ;P global warming http://bit.ly/czJOXE,0
"Be interesting if a liberal Congressman in Washington DC does a speech about the evils of ""global warming"" in the House chamber.",0
Facts brushed over by global warming fanatics al gore global warming http://bit.ly/dd479w !,0
"Duh: Global warming full of uncertainties, admit climate scientists http://bit.ly/akuOZf #warmers",0
RT @StephenAtHome: I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,0
"Should We Worry About Climate Change? Top Climate Scientist at UAH Says No|Dr. John Christy, the distinguished .. http://oohja.com/xb62s",0
Climate change - data manipulated for 20 years! http://bit.ly/aqHJEX #News,0
http://bit.ly/d0zbcF global warming skeptics . ARCHIVES: Penn State scientist in hot seat over e-mails,0
ARCHIVES: Penn State scientist in hot seat over e-mails http://bit.ly/d0zbcF ;O global warming skeptics,0
Global warming data saying glaciers to melt by 2035 proven false http://bit.ly/d2wxJ5 #News,0
The global warming arguement is the bane of my existence,0
"Is Global Warming (and other Liberal 'Sacred Cows') a Secular 	Religion?  http://post.ly/MAZT",0
How Climate-Change Fanatics Corrupted Science -- Michael Barone -- GOPUSA - http://shar.es/aN0vU,0
Climate Change: The Ruse Unravels http://bit.ly/drK1ha #tcot #ocra,0
Snowmaggedon' in Washington spurs climate change doubters: Mark Twain had it right: Climate is what we expect; we... http://bit.ly/bpnrnK,0
"SNOW is trending. Where is AL GORE, the expert on Global Warming been lately? Want 2 hear what HE has 2 say about record breaking snow fall!",0
"RT @SeegerCycle Senate global warming meeting on hold from record snow fall #tcot // Yes, this disproves global warming(if ur illiterate)",0
"RT @JulesBeaujolais: RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2",0
"RT: @StopBeck: So #tcot, if snow during the winter disproves global warming, does a hot day during summer prove it? #p2",0
"Big govt fears us & seeks to control us - economically thru higher taxes, & via social ""guilt"" mandates like child obesity or global warming",0
"@STXherry @slkbrooke When Democrats regained House control, DHS priority switched to global warming as primary concern - Senseless.",0
"Ppl can't think 4 themselves they'll cont 2 believe global warming, even believe snow storms prove it. Idiots are so malleable. #climategate",0
"If Ensler & Behar represent liberal women, that's such a sad pathetic stmt. Global warming fanatics who yack about their vaginas. Pathetic!",0
RT @jeanniemcbride UN climate change panel based claims on student dissertation! (where was the outrage?) http://is.gd/7onu9 #tcot #media,0
"Junk science reported as fact, How stupid do they think we are? TIME MAG:  How Global Warming Makes Blizzards Worse. http://drudge.tw/9oXiLZ",0
